id_soal,teks,soal,jawaban,jawaban_benar,materi,kode_teks,jumlah_dikerjakan,jumlah_benar,kategori_soal
li11,"Teks 2
1Dalam perekonomian di Indonesia, sektor Usaha Mikro Kecil dan Menengah (UMKM) menjadi sektor yang memiliki peranan penting.2Dengan jumlah pelaku dan usaha yang cukup signifikan, UMKM telah berhasil menjadi pilar yang menyokong perekonomian bangsa.3Tak cuma sampai di situ, keberadaan aktivitas UMKM, baik tradisional maupun modern, yang tersebar dari kota besar hingga ke pelosok negeri, terbukti mampu untuk menyerap banyak tenaga kerja.
4Berbagai data dan jurnal yang membahas UMKM di Indonesia menyebutkan bahwa keberadaan UMKM, khususnya sektor mikro dan kecil, telah mampu untuk menahan laju keterpurukan bangsa saat krisis moneter melanda Indonesia pada 1998.5Jenis usaha yang mengutamakan produksi barang konsumsi dengan bahan baku dari dalam negeri membuat sektor UMKM tidak terpengaruh secara signifikan atas kondisi saat itu.
6Selain itu, usaha mikro dan kecil yang modal usahanya tidak berasal dari pinjaman bank ikut disebut menjadi salah faktor yang mendukung UMKM untuk mampu bertahan.7Kondisi perekonomian saat itu membuat banyak perusahaan mengalami kebangkrutan ...... banyak pekerja sektor formal yang diberhentikan beralih menjadi pelaku sektor informal.8Hal ini yang kemudian membuat jumlah pelaku UMKM di masa krisis justru berkembang pesat dan perlahan membantu perekonomian kembali bangkit.",Informasi yang terdapat dalam paragraf ketiga adalah...,"A. Modal UMKM yang berasal dari bank
yang mampu bertahan
B. Perusahaan besar mampu bertahan
saat krisis terjadi
C. UMKM tidak terpengaruh secara
signifikan atas kondisi saat itu
D. UMKM telah berhasil menjadi pilar
yang menyokong perekonomian
bangsa
E. UMKM di masa krisis berkembang
pesat","(E) UMKM di masa krisis berkembang
pesat",informasi pada bacaan,a2,259,118,SEDANG
li12,"Teks 2
1Dalam perekonomian di Indonesia, sektor Usaha Mikro Kecil dan Menengah (UMKM) menjadi sektor yang memiliki peranan penting.2Dengan jumlah pelaku dan usaha yang cukup signifikan, UMKM telah berhasil menjadi pilar yang menyokong perekonomian bangsa.3Tak cuma sampai di situ, keberadaan aktivitas UMKM, baik tradisional maupun modern, yang tersebar dari kota besar hingga ke pelosok negeri, terbukti mampu untuk menyerap banyak tenaga kerja.
4Berbagai data dan jurnal yang membahas UMKM di Indonesia menyebutkan bahwa keberadaan UMKM, khususnya sektor mikro dan kecil, telah mampu untuk menahan laju keterpurukan bangsa saat krisis moneter melanda Indonesia pada 1998.5Jenis usaha yang mengutamakan produksi barang konsumsi dengan bahan baku dari dalam negeri membuat sektor UMKM tidak terpengaruh secara signifikan atas kondisi saat itu.
6Selain itu, usaha mikro dan kecil yang modal usahanya tidak berasal dari pinjaman bank ikut disebut menjadi salah faktor yang mendukung UMKM untuk mampu bertahan.7Kondisi perekonomian saat itu membuat banyak perusahaan mengalami kebangkrutan ...... banyak pekerja sektor formal yang diberhentikan beralih menjadi pelaku sektor informal.8Hal ini yang kemudian membuat jumlah pelaku UMKM di masa krisis justru berkembang pesat dan perlahan membantu perekonomian kembali bangkit.",Pernyataan berikut yang dapat menjadi kesimpulan bacaan....,"A. UMKM menjadi sektor yang memiliki peranan penting karena UMKM mampu bertahan dalam situasi krisis sehingga perlahan membantu perekonomian bangsa kembali bangkit
B. UMKM yang modal usahanya tidak berasal dari pinjaman bank ikut disebut menjadi salah faktor yang mendukung UMKM untuk mampu bertahan
C. Jumlah pelaku UMKM di masa krisis berkembang pesat dan perlahan membantu perekonomian kembali bangkit
D. Jumlah pelaku dan usaha yang cukup signifikan, UMKM telah berhasil menjadi pilar yang menyokong perekonomian bangsa
E. UMKM tidak terpengaruh secara signifikan atas kondisi saat itu karena memproduksi barang konsumsi dengan bahan baku dari dalam negeri",A. UMKM menjadi sektor yang memiliki peranan penting karena UMKM mampu bertahan dalam situasi krisis sehingga perlahan membantu perekonomian bangsa kembali bangkit,Kesimpulan,a2,232,92,SULIT
li13,"Teks 3
1Underground Museum digagas oleh pasangan seniman Noah dan Karon Davis.2Sayang, pandemi jadi pukulan berat buat museum.3Meski mendapat dukungan dari sejumlah pesohor seperti Tracee Ellis Ross, Beyonce, dan John Legend, museum ini terpaksa tutup pada 2022.4Museum ini bergerak untuk memperjuangkan karya seniman dari kalangan kulit berwarna.5Di dalamnya terdapat toko buku, ruang pengorganisasian, dan pusat komunitas.6Sepeninggal Noah Davis pada 2015, museum masih bertahan.7Di situs resmi museum, istri mendiang Noah Davis, Karon Davis mengatakan belum bisa memastikan kapan museum akan dibuka lagi.",Inti dari kalimat (7) adalah...,"A. Istri mendiang Noah Davis
B. Di situs resmi museum, istri mendiang Noah Davis, Karon Davis mengatakan belum bisa
C. Karon Davis mengatakan belum bisa memastikan kapan museum akan dibuka lagi
D. Di situs resmi museum, Karon Davis mengatakan
E. Istri mendiang Noah Davis adalah Karon Davis",(C) Karon Davis mengatakan belum bisa memastikan kapan museum akan dibuka lagi,inti kalimat,a3,404,204,SEDANG
li14,"Teks 3
1Underground Museum digagas oleh pasangan seniman Noah dan Karon Davis.2Sayang, pandemi jadi pukulan berat buat museum.3Meski mendapat dukungan dari sejumlah pesohor seperti Tracee Ellis Ross, Beyonce, dan John Legend, museum ini terpaksa tutup pada 2022.4Museum ini bergerak untuk memperjuangkan karya seniman dari kalangan kulit berwarna.5Di dalamnya terdapat toko buku, ruang pengorganisasian, dan pusat komunitas.6Sepeninggal Noah Davis pada 2015, museum masih bertahan.7Di situs resmi museum, istri mendiang Noah Davis, Karon Davis mengatakan belum bisa memastikan kapan museum akan dibuka lagi.",Makna kata pesohor dalam kalimat ketiga adalah...,"A. Orang terkenal
B. Pejabat
C. Seniman
D. Budayawan
E. Orang ahli lukis",(A) Orang terkenal,Makna Kata,a3,455,208,SEDANG
li15,"Teks 3
1Underground Museum digagas oleh pasangan seniman Noah dan Karon Davis.2Sayang, pandemi jadi pukulan berat buat museum.3Meski mendapat dukungan dari sejumlah pesohor seperti Tracee Ellis Ross, Beyonce, dan John Legend, museum ini terpaksa tutup pada 2022.4Museum ini bergerak untuk memperjuangkan karya seniman dari kalangan kulit berwarna.5Di dalamnya terdapat toko buku, ruang pengorganisasian, dan pusat komunitas.6Sepeninggal Noah Davis pada 2015, museum masih bertahan.7Di situs resmi museum, istri mendiang Noah Davis, Karon Davis mengatakan belum bisa memastikan kapan museum akan dibuka lagi.","Berdasarkan konteks pembahasan seluruh bacaan, apa yang terjadi jika pandemi tidak terjadi...","A. Underground Museum akan dibuka pada tahun 2023
B. Underground Museum tidak ditutup
C. Karon Davis akan dapat memastikan kapan museum dibuka
D. Tracee Ellis Ross, Beyonce, dan John Legend akan datang ke Underground Museum
E. Underground Museum tetap akan ditutup karena masalah lainnya",(B) Underground Museum tidak ditutup,informasi pada bacaan,a3,591,63,SULIT
li16,"Teks 4.
1Great Eastern Life Indonesia menjalin sebuah kolaborasi dengan Saya Pilih Bumi, yang merupakan afiliasi National Geographic Indonesia.2Kolaborasi tersebut bertujuan mengajak masyarakat-masyarakat Indonesia untuk meningkatkan kepedulian terhadap lingkungan melalui rangkaian aktivitas yang mengusung
tema 'Reach for a Greener Tomorrow'.3Adapun fokus Great Eastern Life Indonesia dan Saya Pilih Bumi yakni
menyebarkan semangat positif agar masyarakat Indonesia mulai bergerak menuju gaya hidup tanpa sampah
(zero waste).
4Great Eastern Life Indonesia membawa pesan bahwa untuk jadi hebat, manusia harus dapat melindungi lingkungan.5Salah satu kunci untuk menterapkan gaya hidup zero waste dapat dimulai dari hal-hal
kecil dalam kehidupan sehari-hari, misal dengan selalu membawa kantong belanja, tidak membuang-buang
makanan, atau pun tidak impulsif membeli pakaian.6Kampanye tersebut dimulai sejak 26 Oktober 2022 bertepatan dengan World Sustainability Day, ..... dilanjutkan dengan berbagai rangkaian aktivitas lainnya media sosial hingga aktivitas yang melibatkan komunitas.
7Great Eastern Life Indonesia dan Saya Pilih Bumi memulai edukasi kepada masyarakat Indonesia melalui konten media sosial, tentang langkah mudah mengurangi sampah yang bisa dimulai dari rumah, mengurangi sisa makanan, mengurangi limbah pakaian, dan berbagai konten edukasi lainnya.8Kolaborasi
tersebut juga mengajak masyarakat-masyarakat Indonesia berinteraksi dan bertanya langsung mengenai gerakan itu melalui platform Instagram Live baru-baru ini.",Gagasan Utama dari paragraf pertama teks bacaan tersebut adalah.....,"A. Great Eastern Life Indonesia dan Saya Pilih Bumi menyebarkan semangat positif
B. Saya Pilih Bumi merupakan afiliasi National Geographic Indonesia
C. Meningkatkan kepedulian terhadap lingkungan melalui kegiatan 'Reach for a Greener Tomorrow'
D. Masyarakat Indonesia mulai bergerak menuju gaya hidup tanpa sampah (zero waste)
E. Great Eastern Life Indonesia berkolaborasi dengan Saya Pilih Bumi",(E) Great Eastern Life Indonesia berkolaborasi dengan Saya Pilih Bumi,Gagasan Pokok,a4,889,284,SULIT
li17,"Teks 4.
1Great Eastern Life Indonesia menjalin sebuah kolaborasi dengan Saya Pilih Bumi, yang merupakan afiliasi National Geographic Indonesia.2Kolaborasi tersebut bertujuan mengajak masyarakat-masyarakat Indonesia untuk meningkatkan kepedulian terhadap lingkungan melalui rangkaian aktivitas yang mengusung
tema 'Reach for a Greener Tomorrow'.3Adapun fokus Great Eastern Life Indonesia dan Saya Pilih Bumi yakni
menyebarkan semangat positif agar masyarakat Indonesia mulai bergerak menuju gaya hidup tanpa sampah
(zero waste).
4Great Eastern Life Indonesia membawa pesan bahwa untuk jadi hebat, manusia harus dapat melindungi lingkungan.5Salah satu kunci untuk menterapkan gaya hidup zero waste dapat dimulai dari hal-hal
kecil dalam kehidupan sehari-hari, misal dengan selalu membawa kantong belanja, tidak membuang-buang
makanan, atau pun tidak impulsif membeli pakaian.6Kampanye tersebut dimulai sejak 26 Oktober 2022 bertepatan dengan World Sustainability Day, ..... dilanjutkan dengan berbagai rangkaian aktivitas lainnya media sosial hingga aktivitas yang melibatkan komunitas.
7Great Eastern Life Indonesia dan Saya Pilih Bumi memulai edukasi kepada masyarakat Indonesia melalui konten media sosial, tentang langkah mudah mengurangi sampah yang bisa dimulai dari rumah, mengurangi sisa makanan, mengurangi limbah pakaian, dan berbagai konten edukasi lainnya.8Kolaborasi
tersebut juga mengajak masyarakat-masyarakat Indonesia berinteraksi dan bertanya langsung mengenai gerakan itu melalui platform Instagram Live baru-baru ini.",Kata yang tepat untuk mengisi bagian rumpang pada kalimat (6) adalah...,"A. Lalu
B. Bahkan
C. Dan
D. Kemudian
E. Sehingga",(A) Lalu,kata yang tepat,a4,869,332,SULIT
li18,"Teks 4.
1Great Eastern Life Indonesia menjalin sebuah kolaborasi dengan Saya Pilih Bumi, yang merupakan afiliasi National Geographic Indonesia.2Kolaborasi tersebut bertujuan mengajak masyarakat-masyarakat Indonesia untuk meningkatkan kepedulian terhadap lingkungan melalui rangkaian aktivitas yang mengusung
tema 'Reach for a Greener Tomorrow'.3Adapun fokus Great Eastern Life Indonesia dan Saya Pilih Bumi yakni
menyebarkan semangat positif agar masyarakat Indonesia mulai bergerak menuju gaya hidup tanpa sampah
(zero waste).
4Great Eastern Life Indonesia membawa pesan bahwa untuk jadi hebat, manusia harus dapat melindungi lingkungan.5Salah satu kunci untuk menterapkan gaya hidup zero waste dapat dimulai dari hal-hal
kecil dalam kehidupan sehari-hari, misal dengan selalu membawa kantong belanja, tidak membuang-buang
makanan, atau pun tidak impulsif membeli pakaian.6Kampanye tersebut dimulai sejak 26 Oktober 2022 bertepatan dengan World Sustainability Day, ..... dilanjutkan dengan berbagai rangkaian aktivitas lainnya media sosial hingga aktivitas yang melibatkan komunitas.
7Great Eastern Life Indonesia dan Saya Pilih Bumi memulai edukasi kepada masyarakat Indonesia melalui konten media sosial, tentang langkah mudah mengurangi sampah yang bisa dimulai dari rumah, mengurangi sisa makanan, mengurangi limbah pakaian, dan berbagai konten edukasi lainnya.8Kolaborasi
tersebut juga mengajak masyarakat-masyarakat Indonesia berinteraksi dan bertanya langsung mengenai gerakan itu melalui platform Instagram Live baru-baru ini.",Penulisan kata yang salah terdapat dalam kalimat...,"A. 3
B. 6
C. 5
D. 1
E. 7",(C) 5,penulisan kata yang salah,a4,28,22,MUDAH
li19,"Teks 4.
1Great Eastern Life Indonesia menjalin sebuah kolaborasi dengan Saya Pilih Bumi, yang merupakan afiliasi National Geographic Indonesia.2Kolaborasi tersebut bertujuan mengajak masyarakat-masyarakat Indonesia untuk meningkatkan kepedulian terhadap lingkungan melalui rangkaian aktivitas yang mengusung
tema 'Reach for a Greener Tomorrow'.3Adapun fokus Great Eastern Life Indonesia dan Saya Pilih Bumi yakni
menyebarkan semangat positif agar masyarakat Indonesia mulai bergerak menuju gaya hidup tanpa sampah
(zero waste).
4Great Eastern Life Indonesia membawa pesan bahwa untuk jadi hebat, manusia harus dapat melindungi lingkungan.5Salah satu kunci untuk menterapkan gaya hidup zero waste dapat dimulai dari hal-hal
kecil dalam kehidupan sehari-hari, misal dengan selalu membawa kantong belanja, tidak membuang-buang
makanan, atau pun tidak impulsif membeli pakaian.6Kampanye tersebut dimulai sejak 26 Oktober 2022 bertepatan dengan World Sustainability Day, ..... dilanjutkan dengan berbagai rangkaian aktivitas lainnya media sosial hingga aktivitas yang melibatkan komunitas.
7Great Eastern Life Indonesia dan Saya Pilih Bumi memulai edukasi kepada masyarakat Indonesia melalui konten media sosial, tentang langkah mudah mengurangi sampah yang bisa dimulai dari rumah, mengurangi sisa makanan, mengurangi limbah pakaian, dan berbagai konten edukasi lainnya.8Kolaborasi
tersebut juga mengajak masyarakat-masyarakat Indonesia berinteraksi dan bertanya langsung mengenai gerakan itu melalui platform Instagram Live baru-baru ini.",Pernyataan dibawah ini yang dapat melemahkan gagasan yang dibawa oleh Great Eastern Life Indonesia dan Saya Pilih Bumi adalah...,"A. Masyarakat Indonesia memiliki gaya hidup tanpa sampah
B. Masyarakat Indonesia masih impulsif dalam membeli pakaian
C. Masyarakat Indonesia kurang mendapat konten edukasi mengenai kepedulian lingkungan
D. Masyarakat Indonesia tidak mengetahui bahwa mengurangi sisa makanan bentuk dari menjaga lingkungan
E. Masyarakat Indonesia belum mempunyai wadah untuk bertanya seputar gaya hidup tanpa sampah",(A) Masyarakat Indonesia memiliki gaya hidup tanpa sampah,pernyataan berdasarkan teks,a4,581,88,SULIT
li20,"Teks 4.
1Great Eastern Life Indonesia menjalin sebuah kolaborasi dengan Saya Pilih Bumi, yang merupakan afiliasi National Geographic Indonesia.2Kolaborasi tersebut bertujuan mengajak masyarakat-masyarakat Indonesia untuk meningkatkan kepedulian terhadap lingkungan melalui rangkaian aktivitas yang mengusung
tema 'Reach for a Greener Tomorrow'.3Adapun fokus Great Eastern Life Indonesia dan Saya Pilih Bumi yakni
menyebarkan semangat positif agar masyarakat Indonesia mulai bergerak menuju gaya hidup tanpa sampah
(zero waste).
4Great Eastern Life Indonesia membawa pesan bahwa untuk jadi hebat, manusia harus dapat melindungi lingkungan.5Salah satu kunci untuk menterapkan gaya hidup zero waste dapat dimulai dari hal-hal
kecil dalam kehidupan sehari-hari, misal dengan selalu membawa kantong belanja, tidak membuang-buang
makanan, atau pun tidak impulsif membeli pakaian.6Kampanye tersebut dimulai sejak 26 Oktober 2022 bertepatan dengan World Sustainability Day, ..... dilanjutkan dengan berbagai rangkaian aktivitas lainnya media sosial hingga aktivitas yang melibatkan komunitas.
7Great Eastern Life Indonesia dan Saya Pilih Bumi memulai edukasi kepada masyarakat Indonesia melalui konten media sosial, tentang langkah mudah mengurangi sampah yang bisa dimulai dari rumah, mengurangi sisa makanan, mengurangi limbah pakaian, dan berbagai konten edukasi lainnya.8Kolaborasi
tersebut juga mengajak masyarakat-masyarakat Indonesia berinteraksi dan bertanya langsung mengenai gerakan itu melalui platform Instagram Live baru-baru ini.",Kalimat yang tidak efektif terdapat pada...,"A. (2) dan (7)
B. (2) dan (8)
C. (3) dan (1)
D. (3) dan (6)
E. (1) dan (3)",(B) (2) dan (8),Kalimat tidak efektif,a4,731,469,SEDANG
li21,"Teks 1.
1Ketidakpastian kondisi global akibat penyebaran Virus Covid-19 sejak awal tahun 2020, menyadarkan semua pihak-pihak mengenai pentingnya pembangunan berkelanjutan (sustainable development) di setiap aspek kehidupan manusia. 2Tak hanya menyebabkan krisis kesehatan, pandemi juga berdampak pada krisis sosial, ekonomi, dan keuangan. 3Hal inilah yang mendorong kita untuk memeriksa kembali tata kelola kehidupan dan berkegiatan, baik dalam skala individu maupun organisasi. 4Terhadap situasi tersebut, recampaign atas pemenuhan komitmen dan upaya negara-negara dunia untuk mencapai target sustainable development goals (SDGs) menjadi sangat relevan dan layak diperjuangkan. 5SDGs merupakan kesepakatan pembangunan baru yang mendorong perubahan-perubahan ke arah pembangunan berkelanjutan berdasarkan hak asasi manusia dan kesetaraan, termasuk pembangunan sosial, ekonomi, dan lingkungan hidup.
6Untuk mencapai SDGs, salah satu standar yang sering digunakan sebagai parameter dalam pelaksanaan pembangunan, yakni Environmental, Social, and Governance (ESG). 7Munculnya prinsip ESG diawali adanya kesadaran bahwa kegiatan bisnis dan investasi tidak hanya sebatas mencari keuntungan semata, namun memiliki dampak yang sangat luas terhadap lingkungan hidup dan sosial kemasyarakatan. 8Dampak aktivitas
bisnis ini tidak hanya berlaku dalam jangka pendek, tetapi juga untuk jangka waktu yang relatif lebih lama. 9Investasi untuk masa depan yang berkelanjutan di sektor lingkungan sosial dan tata kelola diyakini akan
menjadi sebuah keharusan di masa mendatang.","Topik yang mungkin untuk bacaan di atas
adalah...","A. Ketidakpastian kondisi global
B. Investasi masa depan
C. Pembangunan berkelanjutan
D. Pembangunan sosial, ekonomi, dan lingkungan hidup
E. Krisis kesehatan",C. Pembangunan berkelanjutan,topik,a5,168,88,SEDANG
li22,"Teks 1.
1Ketidakpastian kondisi global akibat penyebaran Virus Covid-19 sejak awal tahun 2020, menyadarkan semua pihak-pihak mengenai pentingnya pembangunan berkelanjutan (sustainable development) di setiap aspek kehidupan manusia. 2Tak hanya menyebabkan krisis kesehatan, pandemi juga berdampak pada krisis sosial, ekonomi, dan keuangan. 3Hal inilah yang mendorong kita untuk memeriksa kembali tata kelola kehidupan dan berkegiatan, baik dalam skala individu maupun organisasi. 4Terhadap situasi tersebut, recampaign atas pemenuhan komitmen dan upaya negara-negara dunia untuk mencapai target sustainable development goals (SDGs) menjadi sangat relevan dan layak diperjuangkan. 5SDGs merupakan kesepakatan pembangunan baru yang mendorong perubahan-perubahan ke arah pembangunan berkelanjutan berdasarkan hak asasi manusia dan kesetaraan, termasuk pembangunan sosial, ekonomi, dan lingkungan hidup.
6Untuk mencapai SDGs, salah satu standar yang sering digunakan sebagai parameter dalam pelaksanaan pembangunan, yakni Environmental, Social, and Governance (ESG). 7Munculnya prinsip ESG diawali adanya kesadaran bahwa kegiatan bisnis dan investasi tidak hanya sebatas mencari keuntungan semata, namun memiliki dampak yang sangat luas terhadap lingkungan hidup dan sosial kemasyarakatan. 8Dampak aktivitas
bisnis ini tidak hanya berlaku dalam jangka pendek, tetapi juga untuk jangka waktu yang relatif lebih lama. 9Investasi untuk masa depan yang berkelanjutan di sektor lingkungan sosial dan tata kelola diyakini akan
menjadi sebuah keharusan di masa mendatang.",Kesalahan penulisan konjungsi terdapat dalam kalimat ke....,"A. (7)
B. (8)
C. (9)
D. (3)
E. (4)",A. (7),Kesalahan Konjungsi,a5,623,558,MUDAH
li23,"Teks 1.
1Ketidakpastian kondisi global akibat penyebaran Virus Covid-19 sejak awal tahun 2020, menyadarkan semua pihak-pihak mengenai pentingnya pembangunan berkelanjutan (sustainable development) di setiap aspek kehidupan manusia. 2Tak hanya menyebabkan krisis kesehatan, pandemi juga berdampak pada krisis sosial, ekonomi, dan keuangan. 3Hal inilah yang mendorong kita untuk memeriksa kembali tata kelola kehidupan dan berkegiatan, baik dalam skala individu maupun organisasi. 4Terhadap situasi tersebut, recampaign atas pemenuhan komitmen dan upaya negara-negara dunia untuk mencapai target sustainable development goals (SDGs) menjadi sangat relevan dan layak diperjuangkan. 5SDGs merupakan kesepakatan pembangunan baru yang mendorong perubahan-perubahan ke arah pembangunan berkelanjutan berdasarkan hak asasi manusia dan kesetaraan, termasuk pembangunan sosial, ekonomi, dan lingkungan hidup.
6Untuk mencapai SDGs, salah satu standar yang sering digunakan sebagai parameter dalam pelaksanaan pembangunan, yakni Environmental, Social, and Governance (ESG). 7Munculnya prinsip ESG diawali adanya kesadaran bahwa kegiatan bisnis dan investasi tidak hanya sebatas mencari keuntungan semata, namun memiliki dampak yang sangat luas terhadap lingkungan hidup dan sosial kemasyarakatan. 8Dampak aktivitas
bisnis ini tidak hanya berlaku dalam jangka pendek, tetapi juga untuk jangka waktu yang relatif lebih lama. 9Investasi untuk masa depan yang berkelanjutan di sektor lingkungan sosial dan tata kelola diyakini akan
menjadi sebuah keharusan di masa mendatang.",Pertanyaan di bawah ini yang jawabannya tidak terdapat dalam teks bacaan adalah....,"A. Hal apakah yang mengawali munculnya prinsip ESG?
B. Kapan ketidakpastian global akibat Covid-19 mulai terjadi?
C. Hal apakah yang diakibatkan oleh pandemi Covid-19?
D. Selain diakibatkan oleh Covid-19, hal apakah yang membuat ketidakpastian global terjadi?
E. Standar apakah yang sering digunakan sebagai parameter dalam mencapai SDGs?","D. Selain diakibatkan oleh Covid-19, hal apakah yang membuat ketidakpastian global terjadi?",informasi pada bacaan,a5,284,14,SULIT
li24,"Teks 1.
1Ketidakpastian kondisi global akibat penyebaran Virus Covid-19 sejak awal tahun 2020, menyadarkan semua pihak-pihak mengenai pentingnya pembangunan berkelanjutan (sustainable development) di setiap aspek kehidupan manusia. 2Tak hanya menyebabkan krisis kesehatan, pandemi juga berdampak pada krisis sosial, ekonomi, dan keuangan. 3Hal inilah yang mendorong kita untuk memeriksa kembali tata kelola kehidupan dan berkegiatan, baik dalam skala individu maupun organisasi. 4Terhadap situasi tersebut, recampaign atas pemenuhan komitmen dan upaya negara-negara dunia untuk mencapai target sustainable development goals (SDGs) menjadi sangat relevan dan layak diperjuangkan. 5SDGs merupakan kesepakatan pembangunan baru yang mendorong perubahan-perubahan ke arah pembangunan berkelanjutan berdasarkan hak asasi manusia dan kesetaraan, termasuk pembangunan sosial, ekonomi, dan lingkungan hidup.
6Untuk mencapai SDGs, salah satu standar yang sering digunakan sebagai parameter dalam pelaksanaan pembangunan, yakni Environmental, Social, and Governance (ESG). 7Munculnya prinsip ESG diawali adanya kesadaran bahwa kegiatan bisnis dan investasi tidak hanya sebatas mencari keuntungan semata, namun memiliki dampak yang sangat luas terhadap lingkungan hidup dan sosial kemasyarakatan. 8Dampak aktivitas
bisnis ini tidak hanya berlaku dalam jangka pendek, tetapi juga untuk jangka waktu yang relatif lebih lama. 9Investasi untuk masa depan yang berkelanjutan di sektor lingkungan sosial dan tata kelola diyakini akan
menjadi sebuah keharusan di masa mendatang.",Kalimat tidak efektif dalam teks bacaan di atas terdapat dalam kalimat ke...,"A. (1)
B. (2)
C. (3)
D. (4)
E. (5)",A. (1),Kalimat tidak efektif,a5,412,179,SEDANG
li25,"Teks 1.
1Ketidakpastian kondisi global akibat penyebaran Virus Covid-19 sejak awal tahun 2020, menyadarkan semua pihak-pihak mengenai pentingnya pembangunan berkelanjutan (sustainable development) di setiap aspek kehidupan manusia. 2Tak hanya menyebabkan krisis kesehatan, pandemi juga berdampak pada krisis sosial, ekonomi, dan keuangan. 3Hal inilah yang mendorong kita untuk memeriksa kembali tata kelola kehidupan dan berkegiatan, baik dalam skala individu maupun organisasi. 4Terhadap situasi tersebut, recampaign atas pemenuhan komitmen dan upaya negara-negara dunia untuk mencapai target sustainable development goals (SDGs) menjadi sangat relevan dan layak diperjuangkan. 5SDGs merupakan kesepakatan pembangunan baru yang mendorong perubahan-perubahan ke arah pembangunan berkelanjutan berdasarkan hak asasi manusia dan kesetaraan, termasuk pembangunan sosial, ekonomi, dan lingkungan hidup.
6Untuk mencapai SDGs, salah satu standar yang sering digunakan sebagai parameter dalam pelaksanaan pembangunan, yakni Environmental, Social, and Governance (ESG). 7Munculnya prinsip ESG diawali adanya kesadaran bahwa kegiatan bisnis dan investasi tidak hanya sebatas mencari keuntungan semata, namun memiliki dampak yang sangat luas terhadap lingkungan hidup dan sosial kemasyarakatan. 8Dampak aktivitas
bisnis ini tidak hanya berlaku dalam jangka pendek, tetapi juga untuk jangka waktu yang relatif lebih lama. 9Investasi untuk masa depan yang berkelanjutan di sektor lingkungan sosial dan tata kelola diyakini akan
menjadi sebuah keharusan di masa mendatang.",Inti kalimat (5) adalah...,"A. Pembangunan berkelanjutan berdasarkan hak asasi manusia dan kesetaraan
B. Perubahan-perubahan ke arah pembangunan berkelanjutan
C. Kesepakatan pembangunan baru
D. SDGs mendorong perubahan-perubahan ke arah pembangunan
E. SDGs merupakan kesepakatan pembangunan baru",E. SDGs merupakan kesepakatan pembangunan baru,inti kalimat,a5,832,754,MUDAH
li26,"Teks 1.
1Ketidakpastian kondisi global akibat penyebaran Virus Covid-19 sejak awal tahun 2020, menyadarkan semua pihak-pihak mengenai pentingnya pembangunan berkelanjutan (sustainable development) di setiap aspek kehidupan manusia. 2Tak hanya menyebabkan krisis kesehatan, pandemi juga berdampak pada krisis sosial, ekonomi, dan keuangan. 3Hal inilah yang mendorong kita untuk memeriksa kembali tata kelola kehidupan dan berkegiatan, baik dalam skala individu maupun organisasi. 4Terhadap situasi tersebut, recampaign atas pemenuhan komitmen dan upaya negara-negara dunia untuk mencapai target sustainable development goals (SDGs) menjadi sangat relevan dan layak diperjuangkan. 5SDGs merupakan kesepakatan pembangunan baru yang mendorong perubahan-perubahan ke arah pembangunan berkelanjutan berdasarkan hak asasi manusia dan kesetaraan, termasuk pembangunan sosial, ekonomi, dan lingkungan hidup.
6Untuk mencapai SDGs, salah satu standar yang sering digunakan sebagai parameter dalam pelaksanaan pembangunan, yakni Environmental, Social, and Governance (ESG). 7Munculnya prinsip ESG diawali adanya kesadaran bahwa kegiatan bisnis dan investasi tidak hanya sebatas mencari keuntungan semata, namun memiliki dampak yang sangat luas terhadap lingkungan hidup dan sosial kemasyarakatan. 8Dampak aktivitas
bisnis ini tidak hanya berlaku dalam jangka pendek, tetapi juga untuk jangka waktu yang relatif lebih lama. 9Investasi untuk masa depan yang berkelanjutan di sektor lingkungan sosial dan tata kelola diyakini akan
menjadi sebuah keharusan di masa mendatang.","Pernyataan di bawah ini yang sesuai dengan
teks bacaan adalah...","A. Environmental, Social, and Governance (ESG) adalah standar mengukur ketidak pastian global
B. Kegiatan bisnis dan investasi memiliki dampak yang sangat luas terhadap lingkungan hidup dan sosial kemasyarakatan
C. Pandemi virus Covid-19 hanya menyebabkan krisis besar dalam dunia kesehatan
D. Dampak aktivitas bisnis berkelanjutan ini hanya berlaku dalam jangka pendek
E. Investasi untuk masa depan yang berkelanjutan di sektor lingkungan sosial dan tata kelola kurang diyakini akan menjadi sebuah keharusan di masa mendatang",B. Kegiatan bisnis dan investasi memiliki dampak yang sangat luas terhadap lingkungan hidup dan sosial kemasyarakatan,pernyataan berdasarkan teks,a5,929,150,SULIT
