id_soal,teks,soal,jawaban,jawaban_benar,materi,kode_teks,jumlah_dikerjakan,jumlah_benar,kategori_soal
li11,"Keraton Surosowan: Fungsi dan Sejarah Berdirinya
Keraton merupakan bangunan yang berperan penting bagi sebuah kerajaan. Contohnya adalah Keraton Surosowan, yang berperan penting dalam percaturan sejarah masa lalu. Keraton ini merupakan pusat dari Kerajaan Banten pada abad XVI sampai awal XIX Masehi. Seperti halnya keraton di Jawa, Keraton Surosowan juga memiliki makna ganda, yakni sebagai bangunan tempat tinggal sultan dan keluarganya beserta perangkat kerajaan lainnya, serta sebagai pusat kerajaan, dalam hal ini kerajaan Banten. Mengikuti pola umum tata kota kerajaan Islam di Indonesia, Keraton Surosowan juga merupakan pusat Kota Banten.
Dalam perjalanan sejarahnya, Keraton Surosowan mengalami pasang surut. Keraton ini pertama kali dibangun pada masa Sultan Hasanuddin. Akan tetapi, keraton itu kemudian hancur dan dibangun kembali oleh Sultan Haji tahun 1680 sampai dengan 1681. Pada tahun 1808, keraton ini mengalami kehancuran kembali oleh Belanda. Sejak saat itu, Keraton Surosowan hanya berupa puing-puing
Saat ini, sebagian besar sisa-sisa bangunan masih terpendam di dalam tanah. Hanya sebagian kecil yang sudah dimunculkan melalui beberapa kali ekskavasi yang dilaksanakan oleh Direktorat Perlindungan dan Pembinaan Peninggalan Sejarah dan Purbakala, Pusat Penelitian Arkeologi Nasional, dan Universitas Indonesia, sejak 1967. Berdasarkan hasil penelitian tersebut, diketahui bahwa sisa-sisa bangunan yang menarik dan masih dapat diamati, antara lain tembok keliling, struktur fondasi bangunan, struktur lantai, saluran air, kolam pemandian, dan sisa bangunan lainnya.",Pernyataan yang tidak sesuai dengan isi bacaan di atas adalah ...,"(A) Keraton Surosowan dibangun kembali pada masa Belanda.
(B) Keraton Surosowan tidak hanya merupakan tempat tinggal raja dan keluarganya.
(C) Sisa-sisa bangunan Keraton Surosowan masih dapat ditemukan sampai saat ini.
(D) Sultan-sultan yang telah membangun Keraton Surosowan adalah Sultan Hasanudin dan Sultan Haji.
(E) Para arkeolog telah melakukan penggalian pada situs Keraton Surosowan sejak tahun 1960-an.",(A) Keraton Surosowan dibangun kembali pada masa Belanda.,Pernyataan yang tidak ada di teks,a4,793,120,3
li12,"Keraton Surosowan: Fungsi dan Sejarah Berdirinya
Keraton merupakan bangunan yang berperan penting bagi sebuah kerajaan. Contohnya adalah Keraton Surosowan, yang berperan penting dalam percaturan sejarah masa lalu. Keraton ini merupakan pusat dari Kerajaan Banten pada abad XVI sampai awal XIX Masehi. Seperti halnya keraton di Jawa, Keraton Surosowan juga memiliki makna ganda, yakni sebagai bangunan tempat tinggal sultan dan keluarganya beserta perangkat kerajaan lainnya, serta sebagai pusat kerajaan, dalam hal ini kerajaan Banten. Mengikuti pola umum tata kota kerajaan Islam di Indonesia, Keraton Surosowan juga merupakan pusat Kota Banten.
Dalam perjalanan sejarahnya, Keraton Surosowan mengalami pasang surut. Keraton ini pertama kali dibangun pada masa Sultan Hasanuddin. Akan tetapi, keraton itu kemudian hancur dan dibangun kembali oleh Sultan Haji tahun 1680 sampai dengan 1681. Pada tahun 1808, keraton ini mengalami kehancuran kembali oleh Belanda. Sejak saat itu, Keraton Surosowan hanya berupa puing-puing
Saat ini, sebagian besar sisa-sisa bangunan masih terpendam di dalam tanah. Hanya sebagian kecil yang sudah dimunculkan melalui beberapa kali ekskavasi yang dilaksanakan oleh Direktorat Perlindungan dan Pembinaan Peninggalan Sejarah dan Purbakala, Pusat Penelitian Arkeologi Nasional, dan Universitas Indonesia, sejak 1967. Berdasarkan hasil penelitian tersebut, diketahui bahwa sisa-sisa bangunan yang menarik dan masih dapat diamati, antara lain tembok keliling, struktur fondasi bangunan, struktur lantai, saluran air, kolam pemandian, dan sisa bangunan lainnya.",Kalimat topik paragraf kedua di atas adalah ....,"(A) Keraton Surosowan mengalami pasang surut.
(B) Keraton itu kemudian hancur dan dibangun kembali oleh Sultan Haji tahun 1680 sampai dengan 1681.
(C) Keraton ini mengalami kehancuran kembali oleh Belanda.
(D) Keraton Surosowan hanya berupa puing-puing.
(E) Keraton itu dibangun kembali oleh Sultan Haji tahun 1680 sampai dengan 1681.",(A) Keraton Surosowan mengalami pasang surut.,topik,a4,39,8,3
li13,"Memahami FOMO, Fear of Missing Out
Kemajuan teknologi membuai siapa saja yang memanfaatkannya. Tak jarang kemajuan teknologi membuat orang kecanduan dan tidak bisa lepas dari perangkat digital dalam hubungan sosial. Ada sindrom yang membuat orang-orang takut dan gelisah jika berjauhan dengan perangkat teknologi dan kehidupan di media sosial, yaitu Fear of Missing Out (FOMO). Lalu, mengapa fenomena FOMO ini lebih banyak terjadi pada perempuan?
FOMO adalah sebuah fenomena mengenai seseorang yang merasa takut dan gelisah jika tidak mengikuti obrolan dan isu-isu di media sosial. FOMO disebut-sebut sebagai pemicu terjadinya nomophobia atau ketakutan jika berjauhan dengan telepon genggam. Beberapa jenis gangguan kejiwaan tersebut disebabkan oleh fenomena FOMO. FOMO telah diteliti secara mendalam dan dipublikasikan di jurnal Computers in Human Behaviour pada tahun 2013 silam. 
Faktor yang membuat FOMO semakin fenomenal adalah tingkat pengguna media sosial yang sangat tinggi saat ini, terutama di tanah air. Hasil penelitian tentang FOMO menunjukkan bahwa sampel objek di bawah usia 30 tahun memiliki kecenderungan tertinggi mengalami FOMO. Selain itu, uniknya, perempuan disebut lebih banyak mengalami FOMO daripada laki-laki.",Pernyataan yang tidak berhubungan dengan bacaan di atas adalah ...,"(A) FOMO lebih banyak dialami oleh perempuan
(B) FOMO adalah penyakit yang sama dengan nomophobia
(C) Pengguna media sosial yang sangat tinggi membuat FOMO semakin fenomenal
(D) Kemajuan teknologi membuat orang kecanduan menggunakan perangkat digital dalam hubungan sosial
(E) Kecenderungan tertinggi FOMO dialami oleh orang di bawah usia 30 tahun",(B) FOMO adalah penyakit yang sama dengan nomophobia,Pernyataan yang tidak ada di teks,a5,126,62,2
li14,"Memahami FOMO, Fear of Missing Out
Kemajuan teknologi membuai siapa saja yang memanfaatkannya. Tak jarang kemajuan teknologi membuat orang kecanduan dan tidak bisa lepas dari perangkat digital dalam hubungan sosial. Ada sindrom yang membuat orang-orang takut dan gelisah jika berjauhan dengan perangkat teknologi dan kehidupan di media sosial, yaitu Fear of Missing Out (FOMO). Lalu, mengapa fenomena FOMO ini lebih banyak terjadi pada perempuan?
FOMO adalah sebuah fenomena mengenai seseorang yang merasa takut dan gelisah jika tidak mengikuti obrolan dan isu-isu di media sosial. FOMO disebut-sebut sebagai pemicu terjadinya nomophobia atau ketakutan jika berjauhan dengan telepon genggam. Beberapa jenis gangguan kejiwaan tersebut disebabkan oleh fenomena FOMO. FOMO telah diteliti secara mendalam dan dipublikasikan di jurnal Computers in Human Behaviour pada tahun 2013 silam. 
Faktor yang membuat FOMO semakin fenomenal adalah tingkat pengguna media sosial yang sangat tinggi saat ini, terutama di tanah air. Hasil penelitian tentang FOMO menunjukkan bahwa sampel objek di bawah usia 30 tahun memiliki kecenderungan tertinggi mengalami FOMO. Selain itu, uniknya, perempuan disebut lebih banyak mengalami FOMO daripada laki-laki.",Maksud “fenomenal” dalam bacaan di atas adalah ...,"(A) Ajaib
(B) Menghebohkan
(C) Luar biasa
(D) Menggejala
(E) Bombastis",(C) Luar Biasa,Makna kata,a5,445,334,1
li15,"Memahami FOMO, Fear of Missing Out
Kemajuan teknologi membuai siapa saja yang memanfaatkannya. Tak jarang kemajuan teknologi membuat orang kecanduan dan tidak bisa lepas dari perangkat digital dalam hubungan sosial. Ada sindrom yang membuat orang-orang takut dan gelisah jika berjauhan dengan perangkat teknologi dan kehidupan di media sosial, yaitu Fear of Missing Out (FOMO). Lalu, mengapa fenomena FOMO ini lebih banyak terjadi pada perempuan?
FOMO adalah sebuah fenomena mengenai seseorang yang merasa takut dan gelisah jika tidak mengikuti obrolan dan isu-isu di media sosial. FOMO disebut-sebut sebagai pemicu terjadinya nomophobia atau ketakutan jika berjauhan dengan telepon genggam. Beberapa jenis gangguan kejiwaan tersebut disebabkan oleh fenomena FOMO. FOMO telah diteliti secara mendalam dan dipublikasikan di jurnal Computers in Human Behaviour pada tahun 2013 silam. 
Faktor yang membuat FOMO semakin fenomenal adalah tingkat pengguna media sosial yang sangat tinggi saat ini, terutama di tanah air. Hasil penelitian tentang FOMO menunjukkan bahwa sampel objek di bawah usia 30 tahun memiliki kecenderungan tertinggi mengalami FOMO. Selain itu, uniknya, perempuan disebut lebih banyak mengalami FOMO daripada laki-laki.",Simpulan bacaan di atas adalah ...,"(A) FOMO lebih banyak dialami oleh perempuan yang usianya di bawah 30 tahun
(B) Nomophobia dipicu oleh FOMO
(C) Kemajuan teknologi memunculkan sindrom baru yang menjadi perhatian khusus
(D) FOMO adalah sindrom baru yang menjadi perhatian khusus
(E) Media sosial membuat orang cenderung mengalami nomophobia dan FOMO",(E) Media sosial membuat orang cenderung mengalami nomophobia dan FOMO,kesimpulan,a5,161,88,2
li16,"Memahami FOMO, Fear of Missing Out
Kemajuan teknologi membuai siapa saja yang memanfaatkannya. Tak jarang kemajuan teknologi membuat orang kecanduan dan tidak bisa lepas dari perangkat digital dalam hubungan sosial. Ada sindrom yang membuat orang-orang takut dan gelisah jika berjauhan dengan perangkat teknologi dan kehidupan di media sosial, yaitu Fear of Missing Out (FOMO). Lalu, mengapa fenomena FOMO ini lebih banyak terjadi pada perempuan?
FOMO adalah sebuah fenomena mengenai seseorang yang merasa takut dan gelisah jika tidak mengikuti obrolan dan isu-isu di media sosial. FOMO disebut-sebut sebagai pemicu terjadinya nomophobia atau ketakutan jika berjauhan dengan telepon genggam. Beberapa jenis gangguan kejiwaan tersebut disebabkan oleh fenomena FOMO. FOMO telah diteliti secara mendalam dan dipublikasikan di jurnal Computers in Human Behaviour pada tahun 2013 silam. 
Faktor yang membuat FOMO semakin fenomenal adalah tingkat pengguna media sosial yang sangat tinggi saat ini, terutama di tanah air. Hasil penelitian tentang FOMO menunjukkan bahwa sampel objek di bawah usia 30 tahun memiliki kecenderungan tertinggi mengalami FOMO. Selain itu, uniknya, perempuan disebut lebih banyak mengalami FOMO daripada laki-laki.",Pertanyaan yang jawabannya terdapat dalam bacaan di atas adalah ...,"(A) Mengapa FOMO menjadi pemicu terjadinya nomophobia?
(B) Di mana dilakukan penelitian terkait FOMO dan nomophobia?
(C) Kapan FOMO mulai fenomenal?
(D) Mengapa orang takut dan gelisah ketika tidak menggenggam telepon genggam?
(E) Apa hasil penelitian yang ada dalam jurnal Computers in Human Behaviour?",(E) Apa hasil penelitian yang ada dalam jurnal Computers in Human Behaviour?,pernyataan yang ada di teks,a5,409,270,2
li17,"Pengelola Sebut ""Memandikan"" Tugu Monas Butuh Biaya Rp 10-18 Miliar
Pengelola Monumen Nasional (Monas) menyebutkan bahwa pembersihan tugu peringatan setinggi 132 meter di Jakarta Pusat itu membutuhkan biaya Rp 10 hingga 18 miliar. ""Untuk pembersihan atau restorasi tugu, kurang lebih anggaran yang diperlukan Rp 10-18 miliar,"" kata Kepala Unit Pengelola Kawasan (UPK) Monas Isa Sarnuri kepada wartawan, Minggu (11/12/2022). Isa mengatakan, Tugu Monas kali terakhir ""dimandikan"" pada 2014. Pengelola berencana membersihkan Tugu Monas pada tahun depan, dengan menggunakan dana dari koefisien lantai bangunan (KLB) atau corporate social responsibility (CSR).
Sebab, Pemerintah Provinsi DKI tidak mengalokasikan anggaran pembersihan Tugu Monas, Jakarta Pusat, dalam Anggaran Pendapatan Belanja Daerah (APBD) 2023. ""Kalau untuk anggaran APBD 2023 memang belum ter-cover karena memerlukan biaya yang cukup besar, tetapi untuk pelaksanaannya nanti dimungkinkan menggunakan sumber dana seperti SP3L, KLB, dan CSR. Itu yang sedang kami usahakan,"" ujar Isa. Sebelumnya, Pemprov DKI berencana menganggarkan dana pembersihan Tugu Monas pada 2023. Rencana tersebut diusulkan Wakil Gubernur DKI saat itu, Ahmad Riza Patria.
Riza mengatakan bahwa biaya pembersihan Tugu Monas baru akan dianggarkan pada 2023. ""Program yang membutuhkan anggaran itu membutuhkan perencanaan dan tahapan, tidak serta merta langsung dilaksanakan. Jadi ada prosesnya,"" ucap Riza dikutip dari TribunJakarta.com, 14 Juli 2022.",Pernyataan yang sesuai dengan teks tersebut adalah ...,"(A) Pembersihan Monas sudah dianggarkan dalam APBD 2023
(B) Pembersihan Monas sudah direncanakan namun belum dilakukan
(C) Pembersihan Monas dapat langsung dilaksanakan
(D) Sumber dana pembersihan Monas telah dianggarkan dari SP3L, dan KLB 2023",(B) Pembersihan Monas sudah direncanakan namun belum dilakukan,pernyataan yang ada di teks,a6,808,652,1
li18,"Pengelola Sebut ""Memandikan"" Tugu Monas Butuh Biaya Rp 10-18 Miliar
Pengelola Monumen Nasional (Monas) menyebutkan bahwa pembersihan tugu peringatan setinggi 132 meter di Jakarta Pusat itu membutuhkan biaya Rp 10 hingga 18 miliar. ""Untuk pembersihan atau restorasi tugu, kurang lebih anggaran yang diperlukan Rp 10-18 miliar,"" kata Kepala Unit Pengelola Kawasan (UPK) Monas Isa Sarnuri kepada wartawan, Minggu (11/12/2022). Isa mengatakan, Tugu Monas kali terakhir ""dimandikan"" pada 2014. Pengelola berencana membersihkan Tugu Monas pada tahun depan, dengan menggunakan dana dari koefisien lantai bangunan (KLB) atau corporate social responsibility (CSR).
Sebab, Pemerintah Provinsi DKI tidak mengalokasikan anggaran pembersihan Tugu Monas, Jakarta Pusat, dalam Anggaran Pendapatan Belanja Daerah (APBD) 2023. ""Kalau untuk anggaran APBD 2023 memang belum ter-cover karena memerlukan biaya yang cukup besar, tetapi untuk pelaksanaannya nanti dimungkinkan menggunakan sumber dana seperti SP3L, KLB, dan CSR. Itu yang sedang kami usahakan,"" ujar Isa. Sebelumnya, Pemprov DKI berencana menganggarkan dana pembersihan Tugu Monas pada 2023. Rencana tersebut diusulkan Wakil Gubernur DKI saat itu, Ahmad Riza Patria.
Riza mengatakan bahwa biaya pembersihan Tugu Monas baru akan dianggarkan pada 2023. ""Program yang membutuhkan anggaran itu membutuhkan perencanaan dan tahapan, tidak serta merta langsung dilaksanakan. Jadi ada prosesnya,"" ucap Riza dikutip dari TribunJakarta.com, 14 Juli 2022.",Dana pembersihan Monas didapatkan dari ...,"(A) Anggaran Pendapatan Belanja Nasional
(B) Bantuan negara lain
(C) Urunan masyarakat Jakarta
(D) Pengusaha di Jakarta
(E) Corporate social responsibility",(E) Corporate social responsibility,pernyataan yang ada di teks,a6,56,40,1
li19,"Ethiopia
Ethiopia adalah negara tertua di dunia. Negeri itu telah terbentuk sejak sebelum 4900 tahun yang lalu. Ethiopia terletak di Afrika timur, tepatnya disebelah selatan pintu masuk Laut Merah (Terusan Suez). Negara tetangganya adlah Kongo, Sudan, Somalia, dan Djiboti. Wilayah Ethiopia cukup luas, hampir dua kali luas Pulau Sumatra, Negeri ini sering dilanda cuaca buruk dan musim kering berkepanjangan. Ethiopia adalah negara peternakan kelas 1 dunia. Jumlah sapi dan kudanya menempati urutan ke-10 dunia dengan 2,6 juta ekor sapi dan 1,5 juta kuda. Ethiopia juga merupakan negara pengekspor kopi terbesar keenam dunia. Pada tahun 1985, akibat kemarau yang sangat panjang, negeri ini menggemparkan dunia karena dilanda krisis pangan dan penduduknya menderita kelaparan hebat.",Ide pokok bacaan di atas adalah ....,"(A) berdirinya negara Ethiopia
(B) letak negara Ethiopia
(C) usia negara Ethiopia
(D) ciri-ciri geografis negara Ethiopia
(E) keadaan alam negara Ethiopia",(D) ciri-ciri geografis negara Ethiopia,ide pokok ,a7,756,216,3
li20,"Ethiopia
Ethiopia adalah negara tertua di dunia. Negeri itu telah terbentuk sejak sebelum 4900 tahun yang lalu. Ethiopia terletak di Afrika timur, tepatnya disebelah selatan pintu masuk Laut Merah (Terusan Suez). Negara tetangganya adlah Kongo, Sudan, Somalia, dan Djiboti. Wilayah Ethiopia cukup luas, hampir dua kali luas Pulau Sumatra, Negeri ini sering dilanda cuaca buruk dan musim kering berkepanjangan. Ethiopia adalah negara peternakan kelas 1 dunia. Jumlah sapi dan kudanya menempati urutan ke-10 dunia dengan 2,6 juta ekor sapi dan 1,5 juta kuda. Ethiopia juga merupakan negara pengekspor kopi terbesar keenam dunia. Pada tahun 1985, akibat kemarau yang sangat panjang, negeri ini menggemparkan dunia karena dilanda krisis pangan dan penduduknya menderita kelaparan hebat.","Pernyataan berikut berhubungan, baik secara eksplisit maupun implisit, dengan bacaan di atas kecuali ....","(A) Ethiopia menempati peringkat 10 dunia dalam hal ternak karena kualitasnya yang baik.
(B) Kekeringan merupakan salah satu masalah serius yang dihadapi Ethiopia.
(C) Ethiopia termasuk negara penghasil kopi dunia.
(D) Krisis pangan yang terjadi di Ethiopia pernah menggemparkan dunia.
(E) Jumlah ternak di Ethiopia cukup banyak.",(E) Jumlah ternak di Ethiopia cukup banyak.,pernyataan yang ada di teks,a7,924,794,1
li21,"Mulai pekan depan, Indonesia akan bersiap menyambut kenormalan baru alias new normal. Setelah berbulan-bulan masyarakat 'terpenjara' karena penyebaran virus corona (Coronavirus Disease-2019/Covid-19), aktivitas mulai dibuka sedikit demi sedikit. Pandemi virus yang bermula dari Kota Wuhan, Provinsi Hubei, Republik Rakyat China ini membuat pemerintahan Presiden Joko Widodo (Jokowi) menerbitkan Peraturan Pemerintah mengenai Pembatasan Sosial Berskala Besar (PSBB) pada akhir Maret lalu. PSBB mengamanatkan peliburan sekolah dan perkantoran non-esensial serta pembatasan transportasi umum.","Berdasarkan paragraf tersebut, manakah di bawah ini pernyataan yang benar?","(A) Normal baru akan dilaksanakan tahun depan
(B) New normal membuka kembali aktivitas masyarakat
(C) New normal tidak mengizinkan masyarakat untuk keluar rumah
(D) Pandemi virus corona bermula di Indonesia
(E) PSBB dilaksanakan sejak bulan April",(B) New normal membuka kembali aktivitas masyarakat,pernyataan yang ada di teks,a8,929,360,3
li22,"Selama pandemi corona, masyarakat diimbau memesan makanan maupun bahan pokok secara online guna menekan penyebaran virus penyebab Covid-19. Shopee, Tokopedia, dan Gojek pun mencatatkan lonjakan permintaan produk kuliner. External Communications Senior Lead Tokopedia Ekhel Chandra Wijaya mengatakan, makanan siap masak merupakan produk yang paling banyak di cari di platform. ""Makanan dan minuman, salah satu dari empat kategori produk yang paling populer,"" kata dia kepada Katadata.co.id, Kamis (18/6). Makanan yang banyak diburu konsumen yakni olahan daging dan buah-buahan. Selain itu, permintaan produk kopi kemasan meningkat.","Berdasarkan paragraf tersebut, manakah di bawah ini pernyataan yang benar?","(A) Selama pandemi corona masyarakat diperbolehkan keluar rumah untuk membeli makanan
(B) Hanya Shopee yang mengalami lonjakan permintaan produk kuliner
(C) Produk makanan siap masak paling banyak dicari di platform
(D) Saat pandemi produk makanan dan minuman sulit didapatkan
(E) Kopi kemasan merupakan produk yang paling banyak diburu",(C) Produk makanan siap masak paling banyak dicari di platform,pernyataan yang ada di teks,a9,946,300,3
li23,Para peneliti mempelajari tulang dan gigi dari 904 fosil mamalia berplasenta untuk mengukur perbedaan anatomi dan antarspesies. Infomasi yang didapat kemudian digunakan untuk memperbarui pohon silsilah 177 spesies Eutheria―kelompok mamalia yang lebih dekat kekerabatannya dengan manusia daripada dengan kanguru. Sebanyak 94 fosil diantaranya berasal dari era Paleosen. Ini adalah pohon silsilah terbesar yang menggmbarkan mamalia dari era Paleosen. Silsilah yang dianalisis dengan pembagian waktu mulai 140 juta tahun lalu hingga hari ini tersebut menunjukkan perubahan keragaman spesies mamalia.,Ide pokok paragraf di atas adalah ...,"(A) Fosil mamalia
(B) asal fosil mamalia
(C) silsilah mamalia
(D) keragaman spesies mamalia
(E) perubahan spesies mamalia",(A) Fosil mamalia,ide pokok ,a10,369,140,3
li24,"Pemanasan global terjadi ketika suhu rata-rata atmosfer, laut, dan daratan meningkat. Hal itu disebabkan oleh menumpuknya gas rumah kaca. Gas ini akan menjadi isolator yang menahan lebih banyak panas matahari yang dipancarkan ke bumi. Memahami berapa banyak metana yang dipancarkan ke bumi dan memahami berapa banyak metana yang dipancarkan ke atmosfer dari semua sumber akan membantu para ilmuwan untuk memperhitungkan jumlah gas rumah kaca global dan mengambil langkah-langkah untuk mengurangi dampaknya.",Simpulan paragraf di atas adalah ...,"(A) Suhu rata-rata atmosfer, laut, dan daratan meningkat
(B) Tumpukan karbon dioksida, metana, dan dinito oksida mengumpul di atmosfer
(C) Gas rumah kaca akan menghalangi sinar matahari ke bumi
(D) Pemanasan global muncul karena peningkatan rerata suhu atmosfer
(E) Jumlah gas rumah kaca dapat dihitung dan direduksi","(A) Suhu rata-rata atmosfer, laut, dan daratan meningkat",kesimpulan,a11,971,223,3
li25,"Saturnus awalnya memiliki beberapa cincin purba yang lebih banyak mengandung partikel daripada yang mereka punya saat ini. Satelit-satelit Saturnus terbentuk dari partikel-partikel yang saling bergabung. Pada tahap akhir formasi, beberapa satelil kecil terbentuk dalam orbit berdekatan. Data yang diperoleh dari wahana Cassini mengindikasikan bahwa satelit-satelit kecil yang mengorbit di sisi luar sistem cincin utama mempunyai inti padat.",Pernyataan yang tidak dikemukakan dalam paragraf di atas adalah,"(A) Jumlah partikel ring purba berkurang
(B) Partikel-partikel saling berhubungan.
(C) Temuan itu dapat mengungkap sistem satelit lain.
(D) Letak orbit satelit kecil tidak berjauhan
(E) Beberapa satelit kecil tidak berada dalam cincin.",(C) Temuan itu dapat mengungkap sistem satelit lain.,Pernyataan yang tidak ada di teks,a12,672,104,3
li26,"Ada Seruan Untuk Memboikot Produk Asal Indonesia dan Program Pemerintah Indonesia di Pasifik
Pada hari peringatan 1 Desember, gereja-gereja di kawasan Pasifik yang tergabung dalam Pacific Conference of Churches (PCC) meluncurkan seruan untuk melakukan boikot terhadap semua produk asal Indonesia dan program yang dijalankan oleh Indonesia. Menurut mereka, seruan boikot ini akan dilakukan sampai pemerintah Indonesia memfasilitasi kunjungan United Nations High Commissioner for Human Rights (UNHCR) untuk menyelidiki pelanggaran hak asasi manusia di Papua.
Sebelumnya dilaporkan jika pemerintah Indonesia menolak seruan penyelidikan PBB soal pelanggaran HAM tersebut, dengan mengatakan masalah tersebut sudah ditangani. ""Seruan boikot ini menanggapi kurangnya kemauan politik dari Pemerintah Indonesia untuk menghormati komitmen mereka atas kunjungan yang telah dilakukan 4 tahun lalu,"" ujar Rev. James Bhagwan, Sekretaris Jenderal PCC di Fiji.",Pernyataan berikut yang mencerminkan bentuk dukungan pengusutan potensi pelanggaran hak asasi manusia di Papua ...,"(A) Pemerintah Indonesia menolak seruan penyelidikan PBB soal pelanggaran HAM di Papua.
(B) Gereja-gereja di kawasan Pasifik yang tergabung dalam Pacific Conference of Churches (PCC) meluncurkan seruan untuk melakukan boikot terhadap semua produk asal Indonesia.
(C) Pemerintah Indonesia memfasilitasi kunjungan United Nations High Commissioner for Human Rights (UNHCR) di Papua.
(D) Seruan boikot dilakukan agar Pemerintah Indonesia menghormati komitmen penegakan hak asasi manusia
(E) Masalah tersebut sudah ditangani pelanggaran hak asasi manusia di papua sudah ditangani",(B) Gereja-gereja di kawasan Pasifik yang tergabung dalam Pacific Conference of Churches (PCC) meluncurkan seruan untuk melakukan boikot terhadap semua produk asal Indonesia.,pernyataan yang mendukukung,a13,64,41,2
li27,"Ada Seruan Untuk Memboikot Produk Asal Indonesia dan Program Pemerintah Indonesia di Pasifik
Pada hari peringatan 1 Desember, gereja-gereja di kawasan Pasifik yang tergabung dalam Pacific Conference of Churches (PCC) meluncurkan seruan untuk melakukan boikot terhadap semua produk asal Indonesia dan program yang dijalankan oleh Indonesia. Menurut mereka, seruan boikot ini akan dilakukan sampai pemerintah Indonesia memfasilitasi kunjungan United Nations High Commissioner for Human Rights (UNHCR) untuk menyelidiki pelanggaran hak asasi manusia di Papua.
Sebelumnya dilaporkan jika pemerintah Indonesia menolak seruan penyelidikan PBB soal pelanggaran HAM tersebut, dengan mengatakan masalah tersebut sudah ditangani. ""Seruan boikot ini menanggapi kurangnya kemauan politik dari Pemerintah Indonesia untuk menghormati komitmen mereka atas kunjungan yang telah dilakukan 4 tahun lalu,"" ujar Rev. James Bhagwan, Sekretaris Jenderal PCC di Fiji.",Sinonim yang tepat untuk kata boikot pada bacaan tersebut adalah ...,"(A) Membuka
(B) Membenci
(C) Memblokir
(D) Membatasi
(E) Mengecualikan",(C) Memblokir,Sinonim,a13,271,94,3
li28,"Ada Seruan Untuk Memboikot Produk Asal Indonesia dan Program Pemerintah Indonesia di Pasifik
Pada hari peringatan 1 Desember, gereja-gereja di kawasan Pasifik yang tergabung dalam Pacific Conference of Churches (PCC) meluncurkan seruan untuk melakukan boikot terhadap semua produk asal Indonesia dan program yang dijalankan oleh Indonesia. Menurut mereka, seruan boikot ini akan dilakukan sampai pemerintah Indonesia memfasilitasi kunjungan United Nations High Commissioner for Human Rights (UNHCR) untuk menyelidiki pelanggaran hak asasi manusia di Papua.
Sebelumnya dilaporkan jika pemerintah Indonesia menolak seruan penyelidikan PBB soal pelanggaran HAM tersebut, dengan mengatakan masalah tersebut sudah ditangani. ""Seruan boikot ini menanggapi kurangnya kemauan politik dari Pemerintah Indonesia untuk menghormati komitmen mereka atas kunjungan yang telah dilakukan 4 tahun lalu,"" ujar Rev. James Bhagwan, Sekretaris Jenderal PCC di Fiji.",Pernyataan yang benar pada teks tersebut adalah ...,"(A) Seruan boikot produk Indonesia dilakukan oleh UNHCR
(B) Pemerintah Indonesia berkemauan politik dalam menghormati komitmen penegakan hak asasi manusia 
(C) Gereja-gereja di kawasan Pasifik memboikot kunjungan UNHCR
(D) Pemerintah Indonesia tidak memfasilitasi kunjungan UNHCR untuk menyelidiki pelanggaran hak asasi manusia di Papua.
(E) Rev. James Bhagwan merupakan Sekretaris Jenderal UNHCR di Fiji",(D) Pemerintah Indonesia tidak memfasilitasi kunjungan UNHCR untuk menyelidiki pelanggaran hak asasi manusia di Papua.,pernyataan yang ada di teks,a13,202,119,2
li29,"Sri Mulyani Beberkan Nasib Aset Negara Rp 1.464 Triliun saat Ibu Kota Pindah ke IKN
(1) Menteri Keuangan (Menkeu) Sri Mulyani Indrawati menyebut terdapat aset negara senilai Rp 1.464 triliun di Jakarta yang perlu dikelola saat pemerintah pusat pindah ke Ibu Kota Negara (IKN) Nusantara di Kalimantan Timur. (2) “Nilai-nilai dari aset di Jakarta menurut DJKN (Direktorat Jenderal Kekayaan Negara) mencapai Rp 1.464 triliun, ini hasil penilaian yang baru kami lakukan dalam tiga tahun terakhir,” kata Menkeu Sri Mulyani dikutip dari Antara, Jumat (9/12/2022).
(3) Aset negara di Jakarta yang nantinya akan ditinggalkan perlu dikelola sehingga menghasilkan nilai tambah yang lebih tinggi dari nilai pengelolaannya. (4) Nantinya aset negara di Jakarta akan dikelola secara terintegrasi oleh Kementerian Keuangan (Kemenkeu) setelah ditinggalkan oleh pegawai kementerian atau lembaga yang berpindah ke IKN Nusantara.
(5) “Setiap aset perlu diidentifikasi bagaimana keberlanjutan pengelolaannya yang dapat menghasilkan keuntungan bagi negara. (6) Apakah akan disewakan,” imbuh Sri Mulyani. (7) Kementerian dan lembaga pemerintah pusat akan berpindah secara bertahap ke IKN Nusantara sehingga perlu dipetakan aset yang ditinggalkan terlebih dahulu dan perlu segera dikelola.",Penulisan kata yang tidak sesuai terdapat pada kalimat ...,"(A) Kalimat (1)
(B) Kalimat (2)
(C) Kalimat (3)
(D) Kalimat (4)
(E) Kalimat (5)",(B) Kalimat (2),kesalahan penulisan,a14,398,289,1
